,user_id,business_id,text,date,compliment_count
1022888,m41q4u-uo5H8-OPtsXmxIw,uH8o7gBowYmbToJqHsbpxg,Watching Prince of Persia,2010-05-28 23:03:38,0
1023131,23K4WKSFGy4Yg1KHJ1B2bQ,8nmjvYX4N67cxOsGfbEgjg,Secret life of Walter Mitty is the best movie of 2013,2013-12-29 02:29:27,0
1023143,VqoWrDeZVVNJM1-NTZZ8xg,Y5CTA3S9TVkpr3Yvwaki-A,:)),2011-10-01 02:27:24,0
1023205,qodbyzq2PiHoFlUfY76Vcg,xfeEbejpBwnp97JJazxuZA,The Barrymore has been a landmark on the east side. I've been to several shows from music to comedy. The place is always crowded so they must be making money. They should put a little back into the facility. The Orpheum would be their closest comparison but the Orpheum feels more classic and has much better acoustics.,2018-03-22 16:47:26,0
1023280,Jir-eKT2mHhrqMTcVOb6OQ,p0iEUamJVp_QpaheE-Nz_g,"Great place to stay and play, love it here!",2016-05-16 14:32:25,0
1023348,NiSSUa7HLSPjQh6I_WpQ0w,p4JsD_Ya0NRXNdnhbVBs0A,Underworld 3D ^_^,2012-01-22 22:16:46,0
1023406,GU0mDnIQCROOctF2fz0k8Q,Z96TEJDXyUhCerS-9QllXw,Luv 'tis spot!!!,2017-06-22 01:42:11,0
1023579,RlWmIpl7sCIn-w0562gk8g,BxKe9Xt_fN6qBzrTofHuEQ,Paranormal,2011-10-30 06:17:42,0
1023600,Khz8BUulnCYqomuYnxmQ2A,sR0GYpPKs9CzixSLei03Vw,Don't go to theater 22 you can hear the movie in the next theater to clearly. Before you buy your tickets ask what theater the movie is in and stay away from 22,2012-05-28 21:20:24,0
1023620,dZLMJ4Ck-Ki8z4dKMD3aiw,-ipc5f0XiXwH3hbNnro54Q,The Change Up...,2011-08-11 02:21:11,0
1023695,xgIqlnm6lUuTNXoB83bsHA,Aror3Q3exo1uWxsH4eWkzA,"Love this space..such a unique and wonderful theatre! Seeing one of my favorite pgh actors, David Whalen!",2011-05-27 23:42:57,0
1023995,ltaJVzVhhkCKH11pXTIyRQ,pJQSdbrtQQVstMUUIICSsA,tron!!!,2010-12-18 20:44:39,0
1024380,37cpUoM8hlkSQfReIEBd-Q,NW366Ota9w52nYofW99u1g,The Darkest Hour 3D,2012-01-06 22:16:24,1
1024677,B8EBzpk-HrXE56xCXOGfyg,nvBhlpH8TWbCl70_30gqxg,I know they replaced the butter with a mix of coconut oil and butter but they are bringing it back soon.,2015-07-02 21:33:34,0
1024832,EV4BW8JcRPemPy-6ksvpfw,BxKe9Xt_fN6qBzrTofHuEQ,Dirty and stinky.   Very dated.  Wouldn't return.,2016-08-05 04:57:26,0
1025000,iWMf-pRqpp5-oxW5zvONwA,mnGV1Ln114T8EfO2QRW1eg,Transformers robots in disguise!!,2011-07-11 17:53:01,0
1025048,M30PnhZ3GDChLCLB-jxGiw,MM8n7SPaIuMlDGbUM5SZhA,Make sure you get everything you need from the server because they rarely return to check in on you and you may have to track them down !!! Annoying !,2012-12-01 01:14:10,0
1025095,qeKTbv77Xv-6HEuI_bghHQ,F8FHXQBpMu1erLSTwUxYeQ,Your Highness,2011-04-10 21:30:03,0
1025539,m41q4u-uo5H8-OPtsXmxIw,uH8o7gBowYmbToJqHsbpxg,"Seeing ""The Change-Up""",2011-08-06 20:28:35,0
1025660,BhRhNWbAgRpO0fWMd_2TtQ,zoODlH40edpJYLPLkHilNA,Barkaloungers. ... need I say more?,2015-05-16 02:09:49,0
1025984,zh2q1zTJvxO05G_XkjI45w,NdUuGRxEH0waBQbL6R7mmg,No problem checking in room was clean had a great stay will return.,2016-11-24 13:14:15,0
1026238,RlWmIpl7sCIn-w0562gk8g,BxKe9Xt_fN6qBzrTofHuEQ,Now watching 50/50,2011-10-02 02:04:22,0
1026301,5qo-Is-oavvqafn10hpBTw,tKi4OvAlckcVzeP92InsOQ,Stadium reclining seats. No need to say more.,2016-01-03 03:16:32,0
1026643,ncZOWeTNgahIUFOhn5jWXQ,BTcY04QFiS1uh-RpkR7rAg,Very clean,2011-05-21 16:55:53,0
1026702,qOi_0PE8NIBAtDuocXFRLg,Q3G58vv1ClvH4re9QBsVgQ,With the gf and the cool guy Cody lol,2011-10-17 04:10:15,0
1026836,O_Ult5lxWbTHNgbLg__ibg,Q3G58vv1ClvH4re9QBsVgQ,$$$,2012-11-08 22:23:49,0
1026981,jCk7vwQlePzvQAB5v3BG7A,AlN1hJXQL84ZZkoMdF58sw,"Try the DBOX experience! Like IMAX before it, DBOX is leading-edge Canadian technology, based out of Quebec.",2012-08-02 00:33:56,0
1027036,Y3sfm2jsyxa4n_Q1E-1L4Q,pi1DHl64UzYXkVuSwvsUwg,Watching Jackass 3 and Easy A.. Lol..,2011-01-03 00:36:52,0
1027042,EuHXHBZ-WdmUJDo926Vv5Q,kzdbkojvhf49MGyheAncOw,IMAX: Saw Rescuers and absolutely LOVED it.,2011-10-19 17:03:29,0
1027141,p6Zu_RcBSJtMgthlNhA-5g,nOidqR9yk6clKeXbuT_gZg,$5 Tuesdays any movie until 5pm except 3D movies.,2014-03-26 18:12:52,0
1027249,ooKXxdH6rDFso_wqUtLmSQ,ZJKvmjBinGXEagy7l1na7Q,Ya gotta see Hardcore Henry,2016-04-14 03:20:07,0
1027352,J1JujiiunZPbHT-r39KOpA,MM8n7SPaIuMlDGbUM5SZhA,So far so good!,2014-06-11 01:21:33,0
1027432,O_Ult5lxWbTHNgbLg__ibg,VOh-vGJlUJnaAb3tgPreQg,I'm excited about watching The Hunger Games!!!! Bam!!!!!!!,2012-03-24 18:23:42,0
1027515,Y3sfm2jsyxa4n_Q1E-1L4Q,J0ufK7WAEq6oAdpDFz2xVA,Transformers... Again.. Lol..,2011-07-27 05:41:14,0
1027545,tqt44tJYUr1xaGEirwgukw,yV3ak7F2t3n8SO7QsvLgEA,Good movies. Nice workers. Great things to do before movie or after the movie.,2015-06-17 02:40:30,0
1027707,Q69CtkjrlLdnfFa9y89HMw,HerJ6-eyiUIcwOwivgIPKQ,Love it here!! Always a great time..good snacks too..love they bring it to your car..only complaint may be bathroom kinda far if u are at the further screen..miss some of the movies...all in all..great time!!,2014-06-26 01:38:37,0
1027741,GEauZEq20fvLeZ9AAnaUlw,xJzJpTYC_1k_EE0AWTOPXw,Watching Frozen with my family.,2013-12-08 02:28:22,0
1028270,AHbv0laqU6957l1_zKveNg,9dd-dLxZs8o0R27qDkKTUw,The Woman,2011-10-23 01:55:10,0
1028333,m41q4u-uo5H8-OPtsXmxIw,nCAqeub9ERwzSoQwGzr1QQ,Columbiana,2011-08-28 18:04:52,0
1028616,LseWhiu0g_zhgg5jxHX-sQ,yPRNwbXvumnl8Fdrkoouxg,Been here a couple times good experience every time.,2017-09-26 19:40:07,0
1028722,5lpD2gEo99DndU8thkxiLg,FhoPNLVCEnzGzwjxD5FU9A,"Do NOT order nachos at the Marina Grille - liquid cheese, not grilled, revolting!",2011-08-14 19:56:33,0
1028789,NiSSUa7HLSPjQh6I_WpQ0w,4RoTEeqB_MNn6yaqZmlZHg,The girl with the dragon tattoo,2012-01-05 02:25:12,0
1028863,GUzOn1qFuRbo23zkpu5icA,nbSyA7zXxpCrwfZZKAXWFg,"We love going here at Westhills Cinemas for our moviedates even it's a bit of a drive. Seats are comfortable and the place is fairly spacious. Plus, it's not as crowded as other cineplex",2013-10-01 17:16:20,0
1028896,gKMFHSXr77j54DIJW876Ag,-ipc5f0XiXwH3hbNnro54Q,paranormal 3,2011-10-21 07:20:16,0
1028905,zyfQsCX0ptKcw_K1VHukWg,GAOeyq-7gt9QByhdcAK3cQ,Bout to watch snow white with Amanda! :),2012-06-04 23:03:05,0
1029197,O_Ult5lxWbTHNgbLg__ibg,px0VdZdyTaclveb1LfV6rA,Watching Courageous with the parents... I've been chilling with them all day...,2011-11-04 01:12:23,0
1029198,rk8hikfyHwsn-kDf7nnV-g,NW366Ota9w52nYofW99u1g,Mission Impossile,2012-01-10 23:13:16,0
1029202,DajDaW57nV1E5VkJgrvChw,zoODlH40edpJYLPLkHilNA,"Beer and reclining seats, what else do you need? Love this place!",2017-01-10 03:45:03,0
1029438,OuqUXWx1lmqTbYVmQWzu0A,Y5CTA3S9TVkpr3Yvwaki-A,Schmancy!,2012-07-29 22:40:40,0
1029569,k8tGYstLAAU9Avjj-2qtjg,nDmiX5v02FN0Gfam5RZ4vQ,"I haven't been here in a long while. The seats are definitely worn in and uncomfortable. Smells like any other theatre. However,  it definitely brings me back some old 10 years memories.",2013-03-12 23:29:36,0
1029770,h81BqSHPQvLww-Jcz_ZXHA,4bOD6-ohZoIoy1rAJuzqzA,the dark knight rises!,2012-07-25 22:51:14,0
1029771,6871p_keaXVB8ly3xqk2pA,zRV7bzP_CfTg-_R9U-VsVg,man man!!!!!,2011-04-30 01:45:04,0
1029906,D1g1NNznt-M51tKxm7PY-Q,uH8o7gBowYmbToJqHsbpxg,30 min or less and one day,2011-08-25 00:47:46,0
1029940,fYah4OP3sEStxAcFZe1jCw,K1ekU1q26tNrImHrt3rr2A,Fast 6 with my babies Ivan Caleb Rayne and my bestie Jill,2013-05-26 02:06:33,0
1030168,Zbe1HRcn3DcLrK0Ztb7WuA,fZioXnBVf-KAsCFX-P2whg,I love the parking because it's spacious and the theater is so close you don't really have to walk through the casino.,2013-05-28 02:38:27,0
1030400,NiSSUa7HLSPjQh6I_WpQ0w,BxKe9Xt_fN6qBzrTofHuEQ,Ides of March,2011-10-19 00:59:06,0
1030436,SkpmCOYpNd2uUL2LcVd67A,Y5CTA3S9TVkpr3Yvwaki-A,"Here for a Yelp Town Hall promo event... So far event is pretty boring. However, theatre is very nice and food is good.  Looks like it is a great place to take a date or spouse to.",2013-02-19 16:48:09,0
1030520,NiSSUa7HLSPjQh6I_WpQ0w,4RoTEeqB_MNn6yaqZmlZHg,Contagion,2011-10-22 22:40:08,0
1030695,K5hn6gYSZYa-EK7_6fM-bA,MM8n7SPaIuMlDGbUM5SZhA,Nice....you can dine while watching a movie. Friendly staff too.,2014-06-07 21:20:58,0
1030944,Tdw0d4szCgwD-4HNk04lUA,MM8n7SPaIuMlDGbUM5SZhA,"I will never go back again. They said our food was comped, they lied. They had no choice at the end. Our food came ten mins after the movie was ending.",2013-02-15 07:01:34,0
1030973,9a18YthCAc_P64XOvuj6Kw,0QzCeORfF8EY34UODWRV9A,I won $34 off $1.  Now eating at an awesome buffet. I love this place!  99 cent margaritas too,2011-05-07 19:28:47,0
1031224,iUQK_ODcs8MNZOk6U6A8Lw,p0iEUamJVp_QpaheE-Nz_g,Nice place off the strip.,2011-08-21 10:35:54,0
1031406,m41q4u-uo5H8-OPtsXmxIw,nCAqeub9ERwzSoQwGzr1QQ,Chronicle,2012-02-04 16:38:55,0
1031460,xgIqlnm6lUuTNXoB83bsHA,CTiWs36A_sX3eahdqrYxUQ,Jesus Christ Superstar!,2011-08-02 23:32:25,0
1031676,FpwR5sDtIilUfBxdziXZKA,p0iEUamJVp_QpaheE-Nz_g,Can't say to much. We just got here and its pur first time here.,2013-06-07 19:25:40,0
1031750,RlWmIpl7sCIn-w0562gk8g,xJzJpTYC_1k_EE0AWTOPXw,Happy Feet 2,2011-11-20 03:47:52,0
1032151,5wzBH7QYGX3dFuPvpLnzAw,bf_qXqurL7mQow3eyxuzEw,Can this place be any dirtier?,2013-06-02 03:45:25,0
1032209,Bb33_M2Js-rf19I34P8CBg,VfX7rhtX03yNg56ISz8gVQ,MIB 3 with the brother.,2012-05-26 04:11:15,0
1032213,Sm6XgKEle-47Zz81yRJmkA,ZJKvmjBinGXEagy7l1na7Q,Awesome customer service for late night viewing,2014-06-15 05:53:38,0
1032224,_DRCcNfhbS805ygOzjrZrw,NdUuGRxEH0waBQbL6R7mmg,Came here with my financee to play bingo and the doubers smell weird. 1 star!,2016-01-28 07:06:23,0
1032374,XANjui_FsEYFSo6mAD0Oeg,MM8n7SPaIuMlDGbUM5SZhA,Go for cinema suites always,2014-06-27 00:59:56,0
1032432,5Mkm1ghkZJ5_JhG4PXUDkw,NW366Ota9w52nYofW99u1g,"Tiny seats that don't recline, no stadium seating. Popcorn fresh & staff very accommodating.",2013-03-20 20:01:01,0
1032709,O_Ult5lxWbTHNgbLg__ibg,Q3G58vv1ClvH4re9QBsVgQ,The Immortals was awesome!!!,2011-11-12 00:17:08,0
1032806,eV_b2_H73s_WvaKl-W9V-Q,RtXj1StQUbCMEmxRR10Bqg,Gnomeo & Juliet - cute... kids likes it.,2011-02-27 02:28:14,0
1032971,vQ8-A7pfbrgVK9IgldYxrg,jobP3ywRd3QNZ_GCoPG2DQ,Good food,2015-06-14 02:26:05,0
1033077,O44G6YJckO1B2mHlIF5i0A,kPorLswaS8h4xy-notLk9Q,Lost Egypt exhibit ends sep 1st!,2014-08-30 20:58:05,0
1033088,O_Ult5lxWbTHNgbLg__ibg,px0VdZdyTaclveb1LfV6rA,Watching The Mechanic... The other movies I want to see have low ratings....,2011-02-12 19:51:23,0
1033135,BOyP3LdUz-EbQXO3mE6I4g,K1ekU1q26tNrImHrt3rr2A,Show your student ID for student pricing even from out the state,2017-10-06 17:00:42,0
1033150,RlWmIpl7sCIn-w0562gk8g,-ipc5f0XiXwH3hbNnro54Q,Real Steel with the little one,2011-10-08 18:05:51,0
1033218,fmhOmP-KkdmEi5v50GX-cg,Q3G58vv1ClvH4re9QBsVgQ,Capt America! 3D,2011-07-23 15:49:35,0
1033258,8obDGy5GyO1LXG1uvUIIog,h6Y1-KfN2XBkcrV85CS8yg,Armchairs are very uncomfortable. Office chairs in a movie theatre? I think not,2013-06-17 03:40:06,0
1033438,jkCgIsCFIbIU1MqG-BQyfg,RtXj1StQUbCMEmxRR10Bqg,Nice Theatre..,2016-01-10 21:14:56,0
1033454,FoQ65Qt6mJRRa8afJP2bDw,vDhifJNAtVFGjqJM5hFQkg,Only place I know that gives you beer for cashing your check ..,2013-08-31 22:11:43,0
1033495,qOi_0PE8NIBAtDuocXFRLg,wxYpbaR3zQuMhgSbUym_xw,At fucking work,2011-10-18 23:09:18,0
1033647,xgIqlnm6lUuTNXoB83bsHA,CTiWs36A_sX3eahdqrYxUQ,My favorite place!,2011-05-31 23:07:25,0
1033811,qOi_0PE8NIBAtDuocXFRLg,Q3G58vv1ClvH4re9QBsVgQ,50/50,2011-10-03 04:01:26,0
1033902,8_VWbrfeDK4x0_L7d7udzw,MM8n7SPaIuMlDGbUM5SZhA,Movie and dining all in one.,2014-03-15 02:01:14,0
1034097,m41q4u-uo5H8-OPtsXmxIw,uH8o7gBowYmbToJqHsbpxg,Seeing Contraband.,2012-01-16 18:07:41,0
1034183,AufWZvvpY4gBGM3CW04_ng,J0ufK7WAEq6oAdpDFz2xVA,The Fighter!,2010-12-18 08:40:22,0
1034380,XXdKvXR9GGWzGhz3Z075Zg,BxKe9Xt_fN6qBzrTofHuEQ,Reindeer Games! BENNIFER FTW,2012-03-26 00:27:01,0
1034387,PBlF9aTwpxt2-cWSZyJGRA,-ipc5f0XiXwH3hbNnro54Q,Good service,2012-03-14 04:36:13,0
1034499,XXdKvXR9GGWzGhz3Z075Zg,BxKe9Xt_fN6qBzrTofHuEQ,Watching Your Highness.  You make me smile Natalie Portman,2011-04-15 02:40:06,0
1034547,3xB4yAV8aiTJ3Ab3squnyA,jobP3ywRd3QNZ_GCoPG2DQ,Love the seats and service at the brenden theaters!,2017-08-26 23:57:06,0
1034579,zyfQsCX0ptKcw_K1VHukWg,MM8n7SPaIuMlDGbUM5SZhA,Just leaving from watching TED. Hilarious!! Thanks kramer for the good time!!,2012-07-01 08:21:53,0
1034645,wd08tAP1HhLACK9lRMm9Ug,f4mh1Y0rnvbJRfQ3jPkqzQ,Harry Potter!,2011-07-16 14:13:49,0
1034697,fNRNC-LPEKOXwLDoXSOXrg,cqjqc8pd3SCxTDWiH49Q5Q,"Don't ever watch a Filipino movie at the theater.  EVERYONE talks loud, has side comments, phones keeps ringing & holds a conversation.!!!",2011-10-28 01:54:20,0
1034927,lSzjKJvNiqlGMI-aHL59tA,bzWo5eA5zZjktINg8DdAjw,Get a seat in the balcony and put your feet up on the railing,2017-04-02 00:49:38,0
1035116,CMcs6vaWe9Bg_bGhQJ-TUQ,dt-Q31GwfUDHxZwwPhIH4A,Check IMAX 3D version!,2014-06-29 22:24:46,0
1035124,dmNwkAiSS0yEl0KW9DBdjg,p0iEUamJVp_QpaheE-Nz_g,.....,2012-08-08 21:00:42,0
1035534,D3qI98czhjoMsOjgpaFKNg,cqjqc8pd3SCxTDWiH49Q5Q,Seeing Tangled with my girls,2010-12-23 03:50:37,0
1035616,s-xmIiWbhFfzBYFOx9EjXw,nFjvwsbirK8gJtV2QKqhwA,Sushi & a movie with the 3 stooges!  Nice Friday night!,2011-06-11 02:06:40,0
1035762,JRlmR8-Tu7qE6tkN2BUT9A,RtXj1StQUbCMEmxRR10Bqg,Harry potter.,2010-11-22 01:36:18,0
1035773,DYNBqRBwdl_V8MuLi3RYrg,zoODlH40edpJYLPLkHilNA,They also serve wine & beer!!,2013-06-03 23:25:57,0
1035952,R6qmHYKl1Ij6N-JL7Yk_1A,K1ekU1q26tNrImHrt3rr2A,TRON in Real 3D,2010-12-21 07:12:38,0
1035976,q-8BERnjpearogR2OEBWHQ,1wiv2BvvauMj8hS16UuEYw,Young Franken-steen baby!,2010-10-02 02:06:16,0
1035979,2B8sbaIEFbLiFjsUudJ8sQ,nCAqeub9ERwzSoQwGzr1QQ,Watching Fast Five with the boys!,2011-05-02 01:23:50,0
1036072,M6tSmOu1SD-TqcjVbJPdzg,BxKe9Xt_fN6qBzrTofHuEQ,Afro circus,2012-06-09 20:50:04,0
1036199,xgIqlnm6lUuTNXoB83bsHA,Aror3Q3exo1uWxsH4eWkzA,Electra!,2011-10-04 22:38:15,0
1036374,D3qI98czhjoMsOjgpaFKNg,0QzCeORfF8EY34UODWRV9A,Harry potter IMAX !!,2010-11-25 23:37:35,0
1036455,A71CtaI-AS854NS2N4KIrw,B7crzLt3Cmq2Uy3JOiMnRw,Watching Piranha 3D here!!,2010-08-22 20:37:19,0
1036480,AOnhWZcrDVsaLo6XXFAA-Q,nFjvwsbirK8gJtV2QKqhwA,"Great place to drop the kids off and shop/eat/drink/walk/mingle..... Did I miss anything?  Oh yeah, have a coffee at Starbucks too!",2010-11-26 22:42:00,0
1036511,NiSSUa7HLSPjQh6I_WpQ0w,-ipc5f0XiXwH3hbNnro54Q,Brave,2012-06-24 08:40:28,0
1036582,p5MliEzygIySaOZ4se78_A,TT4XW2WMG0PNyUIFBIINuA,Pretty Lights!!,2010-12-02 04:46:53,0
1036768,t9-wONn2G6gnpw5LCEwqew,MM8n7SPaIuMlDGbUM5SZhA,My favorite movie theater. I highly recommend it. 5 stars.,2017-04-30 21:57:50,0
1036783,smCeGkCUb6RHz3iH-yW0Yw,q9wNJpZd1bx22PDpAbwZsA,Earlier the better!,2011-05-14 20:04:03,0
1036934,mZ487jSEXPI7zynlJADShw,zoODlH40edpJYLPLkHilNA,Best Luxury theater ever!,2013-03-11 06:30:21,0
1037291,7leas6C3VYqcQzwxCrDt7w,zoODlH40edpJYLPLkHilNA,A good cinema experience.,2018-04-01 16:57:42,0
1037306,hXF-MDGMHR9TnvRLEGWtkQ,TT4XW2WMG0PNyUIFBIINuA,"here's a tip, CLOSE down. And make sure not to hire security guys that like to touch little girls. Place BLOWS and no one in there has a pleasant attitude. Full of drop out druggies.",2013-03-28 04:46:21,0
1037360,4kaYWHUQjFYsooq4YmESDQ,p0iEUamJVp_QpaheE-Nz_g,Glad no old ladies tonight,2010-07-28 07:58:42,0
1037718,Y3sfm2jsyxa4n_Q1E-1L4Q,p0iEUamJVp_QpaheE-Nz_g,Steak and Eggs!!! ^_^,2011-06-07 10:02:08,0
1037795,FfrdigNLGDv_ZellgdSqlQ,-ipc5f0XiXwH3hbNnro54Q,The Other Guys and Expendables!,2010-08-21 19:02:25,0
1037893,Atg8p_5yAGGMucqqTuEfoA,ZJKvmjBinGXEagy7l1na7Q,Watch out for the indecisive folks getting movie snack. Good lawd!!!,2011-07-02 16:33:12,0
1038077,oJuYBliKBV6LrHb5RfZT1Q,9pg2QPvwLomBLo9R-J2_Yw,Great experience. The manager actually came I'm prior to the movie started and thanked us for being here.,2011-12-27 04:42:04,0
1038092,NiSSUa7HLSPjQh6I_WpQ0w,BxKe9Xt_fN6qBzrTofHuEQ,The sitter premiere... Sold out :(,2011-12-07 02:50:12,0
1038124,dGBKvqEBjijCOdrBwu6t6w,nQNjtPpAHw0A8FZj1hPajQ,Reception for Rais & Stacy!,2011-06-18 23:43:17,0
1038742,m41q4u-uo5H8-OPtsXmxIw,nCAqeub9ERwzSoQwGzr1QQ,Star Wars Episode 1 3D,2012-02-11 17:56:49,0
1039087,egqAPQy6-PQvifCdf6Nlhg,p4JsD_Ya0NRXNdnhbVBs0A,"Good theater with nice reclining seats. 
You should have a good time watching a movie here. As long as you're not one of the people that pick the wrong theater when ordering tickets online and expect a kid working as a usher to handle it for you.Or complain about having asthma and having to walk past a casino with people smoking. 
If you want to be comfortable while watching a movie this will do just fine! 
Even the recreational offended can't complain about the seats, screen and cleanliness.",2017-05-20 18:24:17,0
1039160,4kaYWHUQjFYsooq4YmESDQ,p0iEUamJVp_QpaheE-Nz_g,Good place for locals,2010-08-23 09:08:57,0
1039175,XXdKvXR9GGWzGhz3Z075Zg,BxKe9Xt_fN6qBzrTofHuEQ,X-men obV,2011-06-04 02:35:59,0
1039316,-Cu-hgGJkLaRFNWQYMSq6A,8nmjvYX4N67cxOsGfbEgjg,Order online and pick the seats with nothing in front of them - you can stretch out and prop your feet up on the railing!,2016-11-20 03:56:04,0
1039708,O_Ult5lxWbTHNgbLg__ibg,px0VdZdyTaclveb1LfV6rA,A bit if an older theater but it'll do.... Watching Puss N Boots! Bam!,2011-11-12 20:21:11,0
1039712,ZwrLRuRu4O4jbUY4hjm16Q,afqhAX425oLAbdpIP2hE8g,Getting ready to see The Girl with the Dragon Tattoo with Larissa,2011-12-21 22:17:21,0
1039818,B8EBzpk-HrXE56xCXOGfyg,nvBhlpH8TWbCl70_30gqxg,Seniors 62+ (50+ on Wednesday's matine) have a senior deal where if you buy any size popcorn you get a free small drink or you upgrade the drink and pay the difference.,2015-07-02 21:18:40,0
1039888,Z1IsqGFeQx95LA5gKFuT_Q,bCh7vrbbxSKx0mtZnOvQoQ,"Love this theatre, nice big recliner, big screen, clean....",2016-10-23 20:43:28,0
1039911,OYOZvr-pYu1vvdUmdbOs6w,MM8n7SPaIuMlDGbUM5SZhA,Their 21+ theaters are the dumbest thing I've ever heard of.,2014-10-28 01:51:00,0
1040170,2B8sbaIEFbLiFjsUudJ8sQ,a6dxvmopYI-kRwvc7OCt0Q,Boys are watching Kung Fu Panda 2 with there friends. While me and wifey watch the female version of Hangover the Bridesmaid,2011-05-30 20:41:04,0
1040196,xdKskD-CTGrUt1vJIS0_Ng,RtXj1StQUbCMEmxRR10Bqg,Paranormal Activity 3,2011-11-06 01:08:59,0
1040287,oxlupRi0z3X9TMAUmZSu_A,7yhJEfgGq4a5iKBc8bSSSA,Great theatre,2017-08-19 16:17:40,0
1040539,3ZvSzl-03N35R5vlFSYQVw,n-AQFKbW6MnpamdtA6ECpQ,#yelptownhall,2013-03-13 23:46:15,0
1041086,jvT0OcRArivR-kxeM5o-fA,p0iEUamJVp_QpaheE-Nz_g,Sister is lady luck! Already up from craps!,2011-09-24 08:27:53,0
1041206,KCPVGBNC8PbTtho0pMqpuw,VOh-vGJlUJnaAb3tgPreQg,Rise of the Planet of the Apes,2011-08-06 16:47:09,0
1041383,Zqq7rTIN6s6MrCP0ahSRmw,NdUuGRxEH0waBQbL6R7mmg,They took care of my child while I was having fun at the casino. Thank you.,2017-07-27 03:58:20,0
1041660,m41q4u-uo5H8-OPtsXmxIw,uH8o7gBowYmbToJqHsbpxg,Red Tails,2012-01-21 22:39:06,0
1042010,Cd-AornaJQ_6UyqmJo0V8A,e2-0_fr8ZQw41Ia6kV7K0w,"DO NOT GO HERE! If you enjoy movies and the experience of going to the movies save your time! Spend the extra buck or two and go to a real movie theater. Small screens, terrible seating (not stadium seating), unprofessional staff.",2012-07-23 11:39:35,0
1042071,2B8sbaIEFbLiFjsUudJ8sQ,a6dxvmopYI-kRwvc7OCt0Q,About to watch Battle of L.A.,2011-03-13 05:17:05,0
1042089,43PCwMEVVkVR6urLCEK0sQ,sR0GYpPKs9CzixSLei03Vw,Popcorn is much better in 3D!,2011-08-21 02:11:49,0
1042110,aifs-HYnBhdDIh71F-2b-Q,tKi4OvAlckcVzeP92InsOQ,Staff is friendly. Great family experience!!! :),2017-12-06 02:10:59,0
1042152,O_Ult5lxWbTHNgbLg__ibg,dt-Q31GwfUDHxZwwPhIH4A,The Amazing Spiderman!! Imax style with my brother! Bam!!!,2012-07-07 19:40:41,0
1042590,_oIE5QhVe30exFqkRo2vuA,xJzJpTYC_1k_EE0AWTOPXw,Woohoo date night w/the hubby - Avengers!!!,2012-05-04 07:18:55,0
1042832,QGoDvTQYFt8RiyM4E1rWcg,w4SY_FlZnIfAb8UjDABPsQ,The ABSOLUTE WORST movie theatre to go to . Grossly Understaffed and packed .,2016-09-16 02:22:05,0
1042967,XjONhXxAbOcHt7aqhxt0dg,MM8n7SPaIuMlDGbUM5SZhA,Nice place for a Date!!,2014-01-24 19:54:21,0
1043097,5-ZG78xni1QsJi5pg4xk5g,mBeZ3dQzUPV60Oa26k3qHw,Ice Age 3D,2012-07-14 21:41:38,0
1043356,4r0NAzn9a-spJZf4hd50rA,w4SY_FlZnIfAb8UjDABPsQ,What to expect when you're expecting,2012-06-07 00:54:16,0
1043377,O_Ult5lxWbTHNgbLg__ibg,px0VdZdyTaclveb1LfV6rA,Mission Impossible!!! I'll let you know my rating after.,2011-12-21 04:35:05,0
1043560,m41q4u-uo5H8-OPtsXmxIw,nCAqeub9ERwzSoQwGzr1QQ,Moneyball!!!,2011-09-24 18:28:34,0
1043708,6Koes5sREBE-gbDt2QY06w,MM8n7SPaIuMlDGbUM5SZhA,Check the light to see if it works or you'll have no service or help throughout the whole movie. Employees just rush by without checking up. Hint... $4.92 for a soda without a refill.,2013-03-09 08:08:14,0
1043785,XXdKvXR9GGWzGhz3Z075Zg,BxKe9Xt_fN6qBzrTofHuEQ,Batman obV,2012-07-20 05:55:19,0
1043849,zj43QMPLeq54d1pfPGL7NQ,J0ufK7WAEq6oAdpDFz2xVA,Movie time!,2012-02-04 05:19:03,0
1043887,yjhvhJJlSL3urvypjmvJOw,TCkmgOfreqwSZMTlTGRQhg,Muppets with Mom,2011-11-27 23:35:00,0
1043914,RWhvnTllb0c58_ZK-xAxfQ,a6dxvmopYI-kRwvc7OCt0Q,Ghetto fabulous,2014-05-23 01:45:36,0
1044034,qOi_0PE8NIBAtDuocXFRLg,Q3G58vv1ClvH4re9QBsVgQ,Saw the thing today was intense,2011-10-15 03:45:26,0
1044101,aezJ8yly2WgTNbFf2DkG4w,9pg2QPvwLomBLo9R-J2_Yw,3d,2012-03-12 19:22:48,0
1044102,XXdKvXR9GGWzGhz3Z075Zg,BxKe9Xt_fN6qBzrTofHuEQ,Capt Amurrica,2011-07-23 03:47:19,0
1044462,tuH3bBFemjo6WZBbfLDyTQ,UGBIdjPNmLviPOTwVwEr8w,Free city parking lot just beyond CVS off of Cedar.,2011-01-23 00:57:29,0
1044648,y0hD_F8-xKrSBz2hf95_Zw,BxKe9Xt_fN6qBzrTofHuEQ,Bad Teacher,2011-06-28 23:18:14,0
1044649,EXzo8Ve4uv67MU1ldVhp4w,tKi4OvAlckcVzeP92InsOQ,Great place! I recommend to see a movie,2017-09-13 21:53:32,0
