,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
83912,gGKrs1WtnASPApnG6gacOA,Regal Cinemas Park Terrace 6,4289 Park Rd,Charlotte,NC,28209,35.172904,-80.850082,4.0,49,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
84275,a6dxvmopYI-kRwvc7OCt0Q,Palm Valley Cinemas,1325 N Litchfield Rd,Goodyear,AZ,85338,33.4608364728,-112.3556116555,2.5,39,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
84806,S6zJV-41wHio080GHJf2AQ,Coliseum Scarborough Cinema,"Scarborough Town Centre, 300 Borough Drive",Toronto,ON,M1P 4P5,43.7779960632,-79.2554244995,3.5,11,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
84810,69mbd_po1JhbNk3heGKw4g,AMC Classic Rock Hill 7,2150 Cherry Rd,Rock Hill,SC,29731,34.961672,-80.997543,2.5,10,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
85054,wtTWpv0xDJ5M57y22mdq0Q,Point Cinema,7825 Big Sky Drive,Madison,WI,53719,43.057953,-89.5195248,4.0,90,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}"
85225,OZzmKNnARCJHL7gDq2PZfQ,Toronto International Film Festival,350 King St W,Toronto,ON,M5V 3X5,43.6466182,-79.3903325,3.5,18,1,{'GoodForKids': 'True'},"Arts & Entertainment, Festivals, Local Flavor, Cinema",
85338,tuIg103yDqCEcTk5J_h8ow,FilmBar,815 N 2nd St,Phoenix,AZ,85004,33.457057,-112.0709479,4.5,303,1,"{'BikeParking': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'WiFi': ""'free'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}""}","Lounges, Cinema, Event Planning & Services, Bars, Nightlife, Arts & Entertainment, Performing Arts, Venues & Event Spaces","{'Monday': '17:0-0:0', 'Tuesday': '17:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Friday': '12:0-0:0', 'Saturday': '13:0-0:0', 'Sunday': '13:0-23:0'}"
85540,PZX-V5XS4AVnXD6VWRYrxg,Factory Theatre,125 Bathurst Street,Toronto,ON,M5V 2R2,43.6455699,-79.4027373,4.0,8,1,{'GoodForKids': 'False'},"Performing Arts, Arts & Entertainment, Cinema","{'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '16:0-20:0', 'Sunday': '12:0-16:0'}"
85685,Uqehw5Ra9m_J8TD0XuV4GQ,Rangos Omnimax Theater,1 Allegheny Ave,Pittsburgh,PA,15212,40.445645,-80.017587,4.5,7,1,{'GoodForKids': 'True'},"Museums, Cinema, Arts & Entertainment, Performing Arts",
86026,i-G2TEsd4jUKhmeDUjDS3Q,Theatre Rialto,5723 Du Parc Avenue,Montréal,QC,H2V 4G9,45.5236192,-73.6048016,4.5,12,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsPriceRange2': 'None', 'OutdoorSeating': 'False', 'HasTV': 'False', 'GoodForKids': 'False'}","Performing Arts, Arts & Entertainment, Music Venues, Nightlife, Cinema",
86507,lSHP_mfRVudddsjE0E-RBA,Theatre Calgary,220 9th Avenue SE,Calgary,AB,T2G 5C4,51.044826,-114.05858,4.0,8,1,{'GoodForKids': 'True'},"Cinema, Performing Arts, Arts & Entertainment","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0'}"
86888,f68ngcIqTyH4dKrWvA4AoQ,B&B Theatres,1325 N Litchfield Rd,Goodyear,AZ,85395,33.4608364728,-112.3556116555,1.5,3,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
87027,NOfa1IqI0n9RYo0pD4ARWw,L'Olympia,1004 Rue Sainte-Catherine E,Montréal,QC,H2L 2G2,45.5171011,-73.556878,2.5,13,1,{'GoodForKids': 'False'},"Cinema, Event Planning & Services, Arts & Entertainment, Performing Arts, Music Venues, Venues & Event Spaces, Nightlife","{'Monday': '12:0-18:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-17:0'}"
87123,6xSnalN9relmPa1xy5X7HA,The Sci-Fi Center,"900 Karen Ave, Ste B209",Las Vegas,NV,89109,36.140898,-115.142863,4.0,22,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '1'}","Arts & Entertainment, Books, Mags, Music & Video, Cinema, Comic Books, Shopping","{'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-18:0'}"
88023,CYIQVaW41UoDDikFluJdKA,Regal Cinemas Richmond Town Square 20,631 Richmond Rd,Richmond Heights,OH,44143,41.542176,-81.492622,3.0,32,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
88475,ZU3ZU_wGF2S4CKavMEtI_w,Inspire,501 Fremont St,Las Vegas,NV,89101,36.1690188918,-115.1403762773,4.0,74,1,"{'WheelchairAccessible': 'True', 'GoodForKids': 'False', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsBitcoin': 'False', 'Music': ""{'dj': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'AgesAllowed': 'None', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'Smoking': ""u'outdoor'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'False', 'NoiseLevel': ""'loud'"", 'RestaurantsTakeOut': 'False', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'CoatCheck': 'False'}","Venues & Event Spaces, Internet Cafes, Newspapers & Magazines, Dance Clubs, Coffee & Tea, Food, Cultural Center, Arts & Entertainment, Cinema, Event Planning & Services, Cocktail Bars, Performing Arts, Shopping, Nightlife, Books, Mags, Music & Video, Lounges, Bars, Music Venues","{'Wednesday': '18:0-4:0', 'Thursday': '18:0-4:0', 'Friday': '18:0-4:0', 'Saturday': '18:0-4:0', 'Sunday': '18:0-4:0'}"
88635,G7W2k1oyoWY8GkfWrgixRw,Market Square Theatres,6604 Odana Rd,Madison,WI,53719,43.0562387,-89.4936342,4.0,25,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
88854,PTtBAaY1GgH929EjdlYLiA,AMC Rainbow Promenade 10,2321 N Rainbow Blvd,Las Vegas,NV,89108,36.2026931,-115.2434261,3.5,197,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
88909,cqjqc8pd3SCxTDWiH49Q5Q,Century 18 Sam's Town Movie Theater,5111 Boulder Hwy,Las Vegas,NV,89122,36.1120241284,-115.0613040385,3.0,71,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
89245,xnki9gbekoPntcxZhGx1nw,Regal Cinemas Crocker Park 16 & IMAX,30147 Detroit Rd,Westlake,OH,44145,41.4608718,-81.9528972,3.0,55,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
91570,Bp_W6BTU3BvHcezlP-3-Pw,Harkins Theatres,1020 W Southern  Ave,Mesa,AZ,85210,33.3946556,-111.8536205,4.5,5,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
91652,6qHWqe2GMOI69LaKDA3eag,Cineplex Cinemas Seton and VIP,19683 Seton Crescent SE,Calgary,AB,T1X,50.8796352,-113.9582786,4.0,5,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
91857,DcgCr11ve0QP29gKMad7OA,Capitol Theatre,1390 W 65th St,Cleveland,OH,44102,41.4843867082,-81.7304804919,4.5,60,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '12:0-21:0', 'Tuesday': '12:0-22:45', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}"
92221,UL8m7MvkCsI51akGZgsXWQ,"Melwood Screening Room, Pittsburgh Filmmakers",477 Melwood Ave,Pittsburgh,PA,15213,40.4559244,-79.953763,4.0,9,1,{'GoodForKids': 'False'},"Cinema, Arts & Entertainment","{'Monday': '12:0-19:0', 'Tuesday': '12:0-19:0', 'Wednesday': '12:0-19:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-18:0'}"
92297,YMgpZUaAV46AUHm2scJe5A,NarroWay Productions,3327 Hwy 51,Fort Mill,SC,29715,35.085447,-80.9323948,5.0,11,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment, Performing Arts","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}"
92490,CpF9kzWFxz5d58LE0eOWFQ,Willoughby Hills Movies Ten,27613 Chardon Rd,Wickliffe,OH,44092,41.5831355,-81.4834282,4.0,5,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
92818,PVPSSklLTxmgYF27UVyOMg,CHESWORTH films,,Phoenix,AZ,85012,33.5114334,-112.0685027,5.0,9,1,{'BusinessAcceptsCreditCards': 'True'},"Cinema, Photographers, Event Planning & Services, Videographers, Mass Media, Television Stations, Marketing, Arts & Entertainment, Video/Film Production, Professional Services","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0'}"
93877,kiTDgQU7qkk-u6tIY5goaA,Silvercity Crossiron Mills Cinemas & Xscape Entertainment Centre,261055 CrossIron Boulevard,Rocky View,AB,T4A 0G3,51.2031059,-113.9897842,3.0,9,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
93953,JlnDcCfvrmo_cv8OOzhuoQ,Hollywood Theater,1449 Potomac Ave,Pittsburgh,PA,15216,40.3960904,-80.0353509,4.5,45,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '18:30-23:0', 'Tuesday': '18:30-23:0', 'Wednesday': '18:30-23:0', 'Thursday': '18:30-23:0', 'Friday': '18:30-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-23:0'}"
94813,Xcj-n1DwX3KcOjvIwLo0jw,AMC Classic South Hills Village 10,700 Ft. Couch Rd S. Hills,Pittsburgh,PA,15241,40.343471,-80.05392,2.5,35,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
95197,m6PIHmB4lWKmZz4oMGV_uw,Harkins Theatres Fashion Square 7,7014 E Camelback Rd,Scottsdale,AZ,85251,33.5025941,-111.9296765,3.0,46,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:45'}"
96378,5c19hhJGZ630iCxo5egLuA,Regal Cinemas Gilbert 14,1012 South Gilbert Rd,Gilbert,AZ,85296,33.3287754404,-111.7959622936,3.5,190,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
96476,3n2dVQx76FdJZpTHFLJzkQ,Fox Theatre,2236 Queen St E,Toronto,ON,M4E 1G2,43.6728767,-79.287302,4.5,21,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '19:0-23:0', 'Tuesday': '19:0-23:0', 'Wednesday': '19:0-23:0', 'Thursday': '19:0-23:0', 'Friday': '19:0-23:0', 'Saturday': '14:0-23:0', 'Sunday': '14:0-23:0'}"
96493,UYZ_LzFRuWTv__VsXUXhsg,AMC Ahwatukee 24,4915 East Ray Rd,Phoenix,AZ,85044,33.3167894,-111.9773681,2.5,153,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
96623,vnoEUVLjmEdk6XMR26G0QQ,Cineplex Cinemas Courtney Park,110 Courtney Park Drive,Mississauga,ON,L5T 2Y3,43.6380344,-79.6913841,3.0,25,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
96812,RtXj1StQUbCMEmxRR10Bqg,Harkins Theatres SanTan Village 16,2298 E Williams Field Rd,Gilbert,AZ,85295,33.3111103,-111.7405238,4.0,106,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
96880,TDtggQc6j_HjmQXS5QjzeA,Cineplex Odeon Queensway,1025 The Queensway,Etobicoke,ON,M8Z 6C7,43.620869,-79.51541,3.5,92,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
96950,SrxXIG7y4KbY61Y2K_lflw,Playhouse On The Park,1850 N Central Ave,Phoenix,AZ,85004,33.4688537525,-112.0744169239,5.0,5,1,{'GoodForKids': 'True'},"Cinema, Performing Arts, Arts & Entertainment","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
97125,xAO1MUoly2QakIas07KK8w,Scotiabank Theatre Chinook,"Chinook Center, 6455 MacLeod Trail SW",Calgary,AB,T2H,50.9950016068,-114.0746569725,3.5,54,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
97608,PNiH-BJRo2STl6bd5o_AvA,Cineplex Cinemas Varsity and VIP,55 Bloor Street W,Toronto,ON,M4W 1A5,43.6695816,-79.3885728,3.0,93,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
97874,MgnC3c3IByQkOJ0vyBKfUA,Stage West Theatre Restaurant,727 42 Ave SE,Calgary,AB,T2G 1Y8,51.0159911,-114.0458654,3.5,33,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""'dressy'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '4', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'""}","Restaurants, Performing Arts, Canadian (New), Cinema, Arts & Entertainment, Buffets","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}"
98777,B6YIrpQnwKPidH0Vlh9f9Q,AMC Whitby 24,75 Consumers Drive,Whitby,ON,L1N 9S2,43.8692046,-78.9140064,3.5,7,0,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
99091,wyX3zpx--XuSFnQAa4rRRA,Empire Theatres At Square One,100 City Centre Drive,Mississauga,ON,L5B 2C9,43.5930411,-79.642797,2.5,5,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
99244,LjwVx0P37xXSNZaVUQkqxQ,AMC Mesa Grand 14,1647 S Stapley,Mesa,AZ,85204,33.3836435,-111.8029423,3.0,126,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
99687,dRDd9zMMH96jl_BlE2-jkA,CF Fairview Mall,1800 Sheppard Avenue E,North York,ON,M2J 5A7,43.7779901,-79.3440914,3.5,91,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Arts & Entertainment, Cinema, Shopping, Shopping Centers","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '9:30-21:0', 'Sunday': '11:0-19:0'}"
99784,9b5EGAPsZad0K1cjplg3Uw,Cricket Arena,2700 E Independence Blvd,Charlotte,NC,28205,35.2045996,-80.7946929,3.0,5,0,{'GoodForKids': 'True'},"Venues & Event Spaces, Arts & Entertainment, Cinema, Amusement Parks, Active Life, Stadiums & Arenas, Event Planning & Services",
100499,8aDGR0qv0bMMyZRX2ZZvIQ,Monument-National,1182 Saint-Laurent Boul,Montréal,QC,H2X 2S5,45.5088528,-73.5623526,4.0,6,1,{'GoodForKids': 'False'},"Arts & Entertainment, Cinema, Performing Arts",
100973,X2frauzhGG3vOmXpcb5cFQ,Festival Fantasia,1396 Rue Sainte-Catherine O,Montréal,QC,H3G 1P9,45.4965843,-73.5759286,5.0,7,1,{'GoodForKids': 'False'},"Arts & Entertainment, Cinema",
101802,cfggUk66F01Av4YWZJXcnA,Eclipse Theaters,814 S 3rd St,Las Vegas,NV,89101,36.1620239723,-115.1484273059,4.0,358,1,"{'Caters': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'CoatCheck': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""u'quiet'"", 'Smoking': ""u'no'"", 'RestaurantsReservations': 'True', 'WiFi': ""'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': True, 'classy': True, 'casual': True}"", 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Nightlife, American (New), Cinema, Arts & Entertainment, Bars, Cocktail Bars, Restaurants, Dinner Theater","{'Monday': '15:0-0:30', 'Tuesday': '15:0-0:30', 'Wednesday': '15:0-0:30', 'Thursday': '15:0-0:30', 'Friday': '15:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
101895,2W-ieV0yKWD4Iw1T6BPJxw,Theatre Passe Muraille,16 Ryerson Avenue,Toronto,ON,M5T 2P3,43.6485387,-79.4025867,3.5,6,1,{'GoodForKids': 'True'},"Performing Arts, Arts & Entertainment, Cinema","{'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-18:0', 'Sunday': '12:0-14:30'}"
102219,I-I5oKAxCAhz8zie2OBf3w,Detroit Theatre,16407 Detroit Ave,Lakewood,OH,44107,41.4850115,-81.8118587,5.0,4,0,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
102287,viVCn4xAqdoZjO5mcITrWQ,Alberta Theatre Projects,"9 Avenue SE, Suite 220",Calgary,AB,T2G 5C4,51.045075931,-114.0594850583,4.0,3,1,,"Cinema, Performing Arts, Arts & Entertainment","{'Monday': '9:30-17:0', 'Tuesday': '9:30-17:0', 'Wednesday': '9:30-17:0', 'Thursday': '9:30-17:0', 'Friday': '9:30-17:0'}"
102753,XJGMgs9Kh4kcgf8Oskiewg,Theatre7,1406 S 3rd St,Las Vegas,NV,89104,36.1544087,-115.1514569,4.5,6,0,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Art Galleries, Shopping, Arts & Entertainment, Cinema","{'Friday': '19:0-0:0', 'Saturday': '19:0-0:0', 'Sunday': '14:0-0:0'}"
103023,TT4XW2WMG0PNyUIFBIINuA,Marquee Theatre,730 N Mill Ave,Tempe,AZ,85281,33.4369422,-111.944005,2.5,352,1,"{'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'Smoking': ""u'outdoor'"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForDancing': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'very_loud'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Alcohol': ""'full_bar'"", 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}""}","Arts & Entertainment, Performing Arts, Cinema, Nightlife, Music Venues","{'Monday': '12:0-18:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0'}"
103152,kY80ba3PaaBU6GVZC51xlg,AMC Fitchburg 18,6091 Mckee Rd,Fitchburg,WI,53719,43.0142302,-89.4664683,2.5,22,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
103902,hpKRhs2zKCM2ZviG4TKGOQ,Cineplex Cinemas Yorkdale,"Yorkdale Shopping Centre, 3401 Dufferin Street",Toronto,ON,M6A 2T9,43.7271635064,-79.4504672964,3.0,21,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
104502,ykRbHPWp2kQQG2ELkamGeg,UA Sonora Village 10,15515 N Northsight Blvd,Scottsdale,AZ,85260,33.6259716,-111.8948578,3.5,9,0,{'GoodForKids': 'False'},"Arts & Entertainment, Cinema",
104582,q5ke8IjFoQITGy4HxVxjxw,Mega-plex Spheretech 14,3500 Cote-vertu,Saint-Laurent,QC,H4R 1P8,45.4934802631,-73.7048506737,3.0,8,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
104781,UlrCYfEfpupUVlP0x2JVSw,AMC Carolina Pavilion 22,9541 South Blvd,Charlotte,NC,28273,35.108393,-80.874524,3.5,97,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
104812,D2Q64qJxUNyVfr5lpfbA5Q,Street Food Cinema,,Phoenix,AZ,85001,33.4499672,-112.0702225,5.0,6,1,"{'GoodForKids': 'True', 'RestaurantsDelivery': 'False'}","Arts & Entertainment, Cinema, Festivals, Food Trucks, Outdoor Movies, Food",{'Saturday': '17:0-23:0'}
105156,FDUBxhK7pHdp37zUAbqtOA,Visart Video,1945 E 7th St,Charlotte,NC,28204,35.213137,-80.818087,4.0,42,0,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Toy Stores, Cinema, Books, Mags, Music & Video, Videos & Video Game Rental, Shopping, Arts & Entertainment","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-21:0'}"
105306,QtqVcoUrpWqD3iMw17aMqQ,Glenn Gould Studio,250 Front Street W,Toronto,ON,M5V 3G5,43.6447622,-79.3881812,3.5,3,1,{'GoodForKids': 'False'},"Cinema, Radio Stations, Television Stations, Mass Media, Arts & Entertainment",
105580,vA33sph_U2At0dDIFVoyMg,Landmark Cinemas 7 Bolton,194 McEwan Drive E,Caledon,ON,L7E 4E5,43.8630534141,-79.7083657906,5.0,4,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
